Código Planta,DESCRIPCIÓN BIMBO,Línea de producción,Siglas Línea,Estatus línea,Activo/inactivo,Ubicación física en línea,Centro de Costo,Ubicación física en Planta,BIM,Descripción del activo,Marca,Modelo,Serie,"voltaje, capacidad o dimensiones",Comentarios equipo,Familia Equipo,grafica,Gráfica analisis,,,
BIM-068505,TRANSPORTADOR TAPADOR DE MOLDES DER P-07 BM-A-90,PLANTA 2,PL2,EQUIPO EN LINEA,ACTIVO,PROCESO ,2051,,BIM-068505,"TRANSPORTADOR TABLILLA 7.5"" A.I.  P07 PL2 PN1",GENERICA,NA,NA,,PAN CHICO 1,TRANSPORTADOR,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-068510,TRANSPORTADOR DESVIADOR HORIZONTAL P/MOLDES SASIB BMA227 P-09 A PL=2,PLANTA 2,PL2,EQUIPO EN LINEA,ACTIVO,PROCESO ,2051,,BIM-068510,TRANSPORTADOR DESVIADOR HORIZONTAL P/MOLDES SASIB BMA227,GENERICA,NA,NA,,PAN CHICO 1,TRANSPORTADOR,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-068512,TRANSPORTADOR DESVIADOR HORIZONTAL P/MOLDES SASIB BMA227 P-09 B PL=2,PLANTA 2,PL2,EQUIPO EN LINEA,ACTIVO,PROCESO ,2051,,BIM-068512,TRANSPORTADOR RECTO 2 BANDAS DENTADAS P09B PL2 PN1,GENERICA,NA,NA,,PAN CHICO 1,TRANSPORTADOR,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-068586,PLATAFORMA DE ESPONJAS LIQUIDAS PLANTA 2,PLANTA 2,PL2,EQUIPO EN LINEA,ACTIVO,PROCESO ,2051,,BIM-068586,PLATAFORMA DE SERV. P/TANQUES DE ESP. LIQ PN1 PL2,GENERICA,NA,NA,,PAN CHICO 1,PLATAFORMA,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-069102,TRANSPORTADOR ELEVADOR DE MASA MAQUINDAL SERIE 96-0919 P-01,PLANTA 2,PL2,EQUIPO EN LINEA,ACTIVO,PROCESO ,2051,,BIM-069102,TRANSPORTADOR ELEVADOR DE MASA MAQUINDAL SERIE 96-0919 P1,MAQUINDAL,NA,960919,,PAN CHICO 1,TRANSPORTADOR,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-069144,TRANSPORTADOR P/ENTRADA A MODELADORA P-05 PL2,PLANTA 2,PL2,EQUIPO EN LINEA,ACTIVO,PROCESO ,2051,,BIM-069144,TRANSPORTADOR P/ENTRADA A MODELADORA P05 PL2 PN1,GENERICA,NA,NA,,PAN CHICO 1,TRANSPORTADOR,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-069145,TRANSPORTADOR MOLDES P-20,PLANTA 2,PL2,EQUIPO EN LINEA,ACTIVO,PROCESO ,2051,,BIM-069145,TRANSPORTADOR MOLDES P-20,GENERICA,NA,NA,,PAN CHICO 1,TRANSPORTADOR,Capturado,Equipo c/Código BIM validados físicamente pendiente de actualizar listado ON,,,
BIM-069162,TRANSPORTADOR RECTO INCLINADO FLAT TOP PI-08,PLANTA 2,PL2,EQUIPO EN LINEA,ACTIVO,PROCESO ,2051,,BIM-069162,"TRANSPORTADOR RECTO TABLILLAS 7.5"" I.A.  P09 PL2 PN1",FLAT TOP,NA,NA,,PAN CHICO 1,TRANSPORTADOR,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-069163,TRANSPORTADOR TAPAS No P49,PLANTA 2,PL2,EQUIPO EN LINEA,ACTIVO,PROCESO ,2051,,BIM-069163,TRANSPORTADOR RECTO INCLINADO FLAT TOP P11 PL2 PN1,GENERICA,NA,NA,,PAN CHICO 1,TRANSPORTADOR,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-069164,TRANSPORTADOR RECTO P-12 MAQUINDAL SERIE 98-0449,PLANTA 2,PL2,EQUIPO EN LINEA,ACTIVO,PROCESO ,2051,,BIM-069164,TRANSPORTADOR RECTO P12 PL2 PN1,MAQUINDAL,NA,980449,,PAN CHICO 1,TRANSPORTADOR,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-069166,TRANSPORTADOR RECTO HORIZONTAL P-09 MAQUINDAL SERIE 97-0994,PLANTA 2,PL2,EQUIPO EN LINEA,ACTIVO,PROCESO ,2051,,BIM-069166,TRANSPORTADOR RECTO HORIZONTAL T TRANSFER  P09C PL2 PN1,MAQUINDAL,NA,970994,,PAN CHICO 1,TRANSPORTADOR,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-069172,TRANSPORTADOR RODILLOS LAMINADORA 1,PLANTA 2,PL2,EQUIPO EN LINEA,ACTIVO,PROCESO ,2051,,BIM-069172,TRANSPORTADOR CURVO 45° P13 PL2 PN1,GENERICA,NA,NA,,PAN CHICO 1,TRANSPORTADOR,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-069189,TRANSPORTADOR ELEVADO P2 PL2 PN1,PLANTA 2,PL2,EQUIPO EN LINEA,ACTIVO,PROCESO ,2051,,BIM-069189,TRANSPORTADOR ELEVADO P2 PL2 PN1,GENERICA,NA,NA,,PAN CHICO 1,TRANSPORTADOR,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-069190,HORNO BAKER PERKINS   PI,PLANTA 2,PL2,EQUIPO EN LINEA,ACTIVO,PROCESO ,2051,,BIM-069190,HORNO BAKER PERKINS 43 COLUMPIOS PL2 PN1,BAKEER PERKINS,NA,NA,,PAN CHICO 1,HORNO ,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-071282,TRANSPORTADOR TAPAS No P45,PLANTA 2,PL2,EQUIPO EN LINEA,ACTIVO,PROCESO ,2051,,BIM-071282,TRANSPORTADOR RECTO P45 PL2 PN1,GENERICA,NA,NA,,PAN CHICO 1,TRANSPORTADOR,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-071564,TRANSPORTADOR L TRANSFER  TAPAS  PAN CHICO NO. P 43,PLANTA 2,PL2,EQUIPO EN LINEA,ACTIVO,PROCESO ,2051,,BIM-071564,TRANSPORTADOR L TRANSFER  TAPAS  PAN CHICO PL2 PN1,GENERICA,NA,NA,,PAN CHICO 1,TRANSPORTADOR,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-071565,TRANSPORTADOR DE SEPARACION TAPAS,PLANTA 2,PL2,EQUIPO EN LINEA,ACTIVO,PROCESO ,2051,,BIM-071565,TRANSPORTADOR DE SEPARACION TAPAS PL2 PN1,GENERICA,NA,NA,,PAN CHICO 1,TRANSPORTADOR,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-091153,TRANSPORTADOR SALIDA DE CURVA DE 900 X 1000 MM,PLANTA 2,PL2,BAJA DEFINITIVA,INACTIVO,PROCESO ,,,Baja,TRANSPORTADOR SALIDA DE CURVA DE 900 X 1000 MM,GENERICA,NA,NA,,,TRANSPORTADOR,Capturado,Equipo c/Código BIM Bajas,,,
BIM-102077,ENGRASADORA MILER,PLANTA 2,PL2,BAJA DEFINITIVA,INACTIVO,PROCESO ,2051,,Baja,ENGRASADORA MILER,MILER,NA,NA,,PAN CHICO 1,ENGRASADORA,Capturado,Equipo c/Código BIM Bajas,,,
BIM-108694,MEZCLADORA,PLANTA 2,PL2,EQUIPO EN LINEA,ACTIVO,PROCESO ,2051,,BIM-108694,MEZCLADORA MIXER R-H TAMAÑO 24 PL2 PN1,GENERICA,NA,NA,,PAN CHICO 1,MEZCLADORA,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-109155,"TRANSPORTADOR VOLTEADOR DE MOLDES ""T"" TRANFER",PLANTA 2,PL2,EQUIPO EN LINEA,ACTIVO,PROCESO ,2051,,BIM-109155,TRANSPORTADOR VOLTEADOR DE MOLDES,GENERICA,NA,NA,,PAN CHICO 1,TRANSPORTADOR,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-143243,INCREMENTO AL ENFRIADOR  TEMPLEX EN 10 RACKS,PLANTA 2,PL2,EQUIPO EN LINEA,ACTIVO,PROCESO ,2051,,BIM-143243,INCREMENTO AL ENFRIADOR  TEMPLEX EN 10 RACKS PL2 PN1,TEMPLEX,NA,NA,,PAN CHICO 1,INCREMENTO,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-169545,TRANSPORTADOR LIMPIADOR DE MOLDES TURBINA DE AIRE,PLANTA 2,PL2,EQUIPO EN LINEA,ACTIVO,PROCESO ,2051,,BIM-169545,TRANSPORTADOR T TRANSFER PARA MOLDES PL2 PN1,GENERICA,NA,NA,,PAN CHICO 1,TRANSPORTADOR,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-173558,TRANSFERENCIA CLEAR TRACK DE 11X24,PLANTA 2,PL2,EQUIPO EN LINEA,ACTIVO,PROCESO ,2051,,BIM-173558,"TRANSFERENCIA CLEAR TRACK 11"" ENTRE P31 Y P31A PL2 PN1",CLEAR TRAC,NA,NA,,PAN CHICO 1,TRANSFERENCIA,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-173878,TRANSPORTADOR PMANEJO DE MOLDES STAKER,PLANTA 2,PL2,EQUIPO EN LINEA,ACTIVO,PROCESO ,2051,,BIM-173878,TRANSPORTADOR P MANEJO DE MOLDES STAKER PL2 PN1,STAKER,NA,NA,,PAN CHICO 1,TRANSPORTADOR,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-173880,SISTEMA ACUMULADOR DE MOLDES 8 NIVELES,PLANTA 2,PL2,EQUIPO EN LINEA,ACTIVO,PROCESO ,2051,,BIM-173880,SISTEMA ACUMULADOR DE MOLDES 8 NIVELES PL2 PN1,GENERICA,NA,NA,,PAN CHICO 1,SISTEMA,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-173900,TRANSPORTADOR NO 31A RECTO INCLINADO C/CURVA 90°,PLANTA 2,PL2,EQUIPO EN LINEA,ACTIVO,PROCESO ,2051,,BIM-173900,"TRANSPORTADOR DE ENTRADA CURVO 90Â° P31A CON BANDA TIPO AVION 12""",GENERICA,NA,NA,,PAN CHICO 1,TRANSPORTADOR,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-173901,TRANSPORTADOR MAGIC CARPETA MAGICA,PLANTA 2,PL2,EQUIPO EN LINEA,ACTIVO,PROCESO ,2051,,BIM-173901,TRANSPORTADOR MAGIC CARPETA MAGICA P32 PL2 PN1,MAGIC,NA,NA,,PAN CHICO 1,TRANSPORTADOR,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-174273,TRANSFERENCIA TIPO CLEA TRAC 36 LINEA 5,PLANTA 2,PL2,EQUIPO EN LINEA,ACTIVO,PROCESO ,2051,,BIM-174273,TRANSFERENCIA TIPO CLEA TRAC 36 LINEA 5,CLEAR TRAC,NA,NA,,PAN CHICO 1,TRANSFERENCIA,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-176985,TRANSPORTADOR DE ENTRADA CURVO 90° CON BANDA REX PLASTICA PARA LINEA DE PAN,PLANTA 2,PL2,EQUIPO EN LINEA,ACTIVO,PROCESO ,2051,,BIM-176985,"TRANSPORTADOR DE ENTRADA CURVO 90° CON BANDA TIPO AVION 12""",GENERICA,NA,NA,,PAN CHICO 1,TRANSPORTADOR,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-177421,TRANSPORTADOR NO 21 RECTO DE ACERO INOXIDABLE,PLANTA 2,PL2,EQUIPO EN LINEA,ACTIVO,PROCESO ,2051,,BIM-177421,TRANSPORTADOR SALIDA DESMOLDEADOR P21 PL2 PN1,GENERICA,NA,NA,,PAN CHICO 1,TRANSPORTADOR,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-178965,TRANSPORTADOR PAN P-31,PLANTA 2,PL2,EQUIPO EN LINEA,ACTIVO,PROCESO ,2051,,BIM-178965,TRANSPORTADOR PAN P-31,GENERICA,NA,NA,,PAN CHICO 1,TRANSPORTADOR,Capturado,Equipo c/Código BIM validados físicamente pendiente de actualizar listado ON,,,
BIM-179305,DIVISORA PL=2,PLANTA 2,PL2,EQUIPO EN LINEA,ACTIVO,PROCESO ,2051,,BIM-179305,DIVISORA AMF PL2 PN1,GENERICA,NA,NA,,ADD77 PAN CHICO 1,DIVISORA,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-179306,TRANSPORTADOR MOLDES P-17A,PLANTA 2,PL2,EQUIPO EN LINEA,ACTIVO,PROCESO ,2051,,BIM-179306,TRANSPORTADOR RECTO HORIZONTAL DE MOLDES P27 PL2 PN1,GENERICA,NA,NA,,PAN CHICO 1,TRANSPORTADOR,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-179308,TANQUE FERMENTADOR CILINDRICO VERTICAL,PLANTA 2,PL2,EQUIPO EN LINEA,ACTIVO,PROCESO ,2051,,BIM-179308,TANQUE FERMENTADOR CILINDRICO VERTICAL #4 CAP 4504 LT PL2 PN1,GENERICA,NA,NA,,PAN CHICO 1,TANQUE,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-181174,TRANSPORTADOR GUSANOS DO PUMP CAJA ENGRANES,PLANTA 2,PL2,EQUIPO EN LINEA,ACTIVO,PROCESO ,2051,,BIM-181174,"TRANSPORTADOR CON BANDA METALICA DE 7.5"" P22 PL2 PN1",GENERICA,NA,NA,,PAN CHICO 1,TRANSPORTADOR,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-181965,HARINADOR ,PLANTA 2,PL2,EQUIPO EN LINEA,ACTIVO,PROCESO ,2051,,BIM-181965,TRANSPORTADOR HARINADOR EN ACERO  PL2 PN1,GENERICA,NA,NA,,PAN CHICO 1,HARINADOR,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-186542,TRANSPORTADOR CURVO A 90° TPAN-01CON BANDA TIPO TABLILLA,PLANTA 2,PL2,EQUIPO EN LINEA,ACTIVO,PROCESO ,2051,,BIM-186542,TRANSPORTADOR CURVO A 90° TPAN-01CTO TAPAS CON BANDA,GENERICA,NA,NA,,PAN CHICO 1,TRANSPORTADOR,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-186543,TRANSPORTADOR LIMPIADOR DE MOLDES ,PLANTA 2,PL2,EQUIPO EN LINEA,ACTIVO,PROCESO ,2051,,BIM-186543,TRANSPORTADOR T-MTP-02 ENTRADA AL STACKER PL2 PN1,GENERICA,NA,NA,,PAN CHICO 1,TRANSPORTADOR,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-187518,TRANSPORTADOR TAPAS No P46,PLANTA 2,PL2,EQUIPO EN LINEA,ACTIVO,PROCESO ,2051,,BIM-187518,TRANSPORTADOR CURVO A 90° P46 PL2 PN1,GENERICA,NA,NA,,PAN CHICO 1,TRANSPORTADOR,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-187521,TRANSPORTADOR MOLDES MAGNETICO A STACKER.,PLANTA 2,PL2,EQUIPO EN LINEA,ACTIVO,PROCESO ,2051,,BIM-187521,TRANSPORTADOR RECTO 2 BANDAS A.I SALIDA STACKER PL2 PN1,STACKER,NA,NA,,PAN CHICO 1,TRANSPORTADOR,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-187521,TRANSPORTADOR MOLDES P-23B,PLANTA 2,PL2,EQUIPO EN LINEA,ACTIVO,PROCESO ,2051,,BIM-187521,TRANSPORTADOR RECTO 2 BANDAS A.I SALIDA STACKER PL2 PN1,GENERICA,NA,NA,,PAN CHICO 1,TRANSPORTADOR,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-202113,TRANSPORTADOR T.MTP-03 PT-TRAN,PLANTA 2,PL2,EQUIPO EN LINEA,ACTIVO,PROCESO ,2051,,BIM-202113,TRANSPORTADOR T.MTP-03 PT-TRAN,GENERICA,NA,NA,,PAN CHICO 1,TRANSPORTADOR,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-220214,SISTEMA AUTOMATICO D,PLANTA 2,PL2,EQUIPO EN LINEA,ACTIVO,PROCESO ,2051,,BIM-220214,SISTEMA AUTOMATICO DE CONTROL DE PESO CON CONTROL AUTO,GENERICA,NA,NA,,PAN CHICO 1,ACTIVO,Capturado,Equipo c/Código BIM (validados físicamente),,,
PN1P154-00002,BOLEADORA,PLANTA 2,PL2,EQUIPO EN LINEA,ACTIVO,PROCESO ,2051,,PN1P154-00002,BOLEADORA,GENERICA,NA,NA,,PAN CHICO 1,BOLEADORA,Capturado,Equipo Código interno (validados físicamente),,,
PN1P155-00020,BOMBA NO 2 TRASBASE A FERMENTADORES,PLANTA 2,PL2,EQUIPO EN LINEA,ACTIVO,PROCESO ,2051,,PN1P155-00020,BOMBA NO 2 TRASBASE A FERMENTADORES,wilden,NA,wil-10330-03,,tama;on 15 PAN CHICO 1,BOMBA,Capturado,Equipo Código interno (validados físicamente),,,
PN1P155-00021,BOMBA NO 3 TRASBASE A FRIO,PLANTA 2,PL2,EQUIPO EN LINEA,ACTIVO,PROCESO ,2051,,PN1P155-00021,BOMBA NO 3 TRASBASE A FRIO,wilden,NA,NA,,tama;on 15 PAN CHICO 1,BOMBA,Capturado,Equipo Código interno (validados físicamente),,,
PN1P155-00022,BOMBA NO 4 TRASBASE A PESADOR,PLANTA 2,PL2,EQUIPO EN LINEA,ACTIVO,PROCESO ,2051,,PN1P155-00022,BOMBA NO 4 TRASBASE A PESADOR,wilden,NA,NA,,tama;on 15 PAN CHICO 1,BOMBA,Capturado,Equipo Código interno (validados físicamente),,,
PN1P155-00023,BOMBA NO 5 TRASBASE A MEZCLADORA,PLANTA 2,PL2,EQUIPO EN LINEA,ACTIVO,PROCESO ,2051,,PN1P155-00023,BOMBA NO 5 TRASBASE A MEZCLADORA,wilden,NA,wil-10320-e-04,,tama;o 8 PAN CHICO 1,BOMBA,Capturado,Equipo Código interno (validados físicamente),,,
PN1P260-00010,APLICADOR DE GRANO,PLANTA 2,PL2,PROCESO DE BAJA,INACTIVO,PROCESO ,2051,,Baja,APLICADOR DE GRANO,GENERICA,NA,NA,,PAN CHICO 1,APLICADOR,Capturado,Equipo c/Código BIM Bajas,,,
PN1P307-00006,ENGRASADORA,PLANTA 2,PL2,PROCESO DE BAJA,INACTIVO,PROCESO ,2051,,Baja,ENGRASADORA,GENERICA,NA,NA,,PAN CHICO 1,ENGRASADORA,Capturado,Equipo c/Código BIM Bajas,,,
PN1P318-00006,EQUIPO DE MANEJO DE MATERIALES  SALVADO,PLANTA 2,PL2,PROCESO DE BAJA,INACTIVO,PROCESO ,2051,,Baja,EQUIPO DE MANEJO DE MATERIALES  SALVADO,GENERICA,NA,NA,,PAN CHICO 1,EQUIPO,Capturado,Equipo c/Código BIM Bajas,,,
PN1P322-00003,REFRIGERADOR VERTICAL DOS PUERTAS  NO.1  PLANTA  2,PLANTA 2,PL2,PROCESO DE BAJA,INACTIVO,PROCESO ,2051,,Baja,REFRIGERADOR VERTICAL DOS PUERTAS  NO.1  PLANTA  2,GENERICA,NA,NA,,PAN CHICO 1,REFRIGERADOR ,Capturado,Equipo c/Código BIM Bajas,,,
PN1P323-00001,PLATAFORMA DE MOLDES 2,PLANTA 2,PL2,EQUIPO EN LINEA,ACTIVO,PROCESO ,2051,,PN1P323-00001,PLATAFORMA DE MOLDES 2,GENERICA,NA,NA,,PAN CHICO 1,PLATAFORMA,Capturado,Equipo Código interno (validados físicamente),,,
PN1P323-00002,PLATAFORMA DE MOLDES 3,PLANTA 2,PL2,EQUIPO EN LINEA,ACTIVO,PROCESO ,2051,,PN1P323-00002,PLATAFORMA DE MOLDES 3,GENERICA,NA,NA,,PAN CHICO 1,PLATAFORMA,Capturado,Equipo Código interno (validados físicamente),,,
PN1P323-00003,PLATAFORMA DE MOLDES 4,PLANTA 2,PL2,EQUIPO EN LINEA,ACTIVO,PROCESO ,2051,,PN1P323-00003,PLATAFORMA DE MOLDES 4,GENERICA,NA,NA,,PAN CHICO 1,PLATAFORMA,Capturado,Equipo Código interno (validados físicamente),,,
PN1P323-00004,PLATAFORMA DE MOLDES 5,PLANTA 2,PL2,EQUIPO EN LINEA,ACTIVO,PROCESO ,2051,,PN1P323-00004,PLATAFORMA DE MOLDES 5,GENERICA,NA,NA,,PAN CHICO 1,PLATAFORMA,Capturado,Equipo Código interno (validados físicamente),,,
PN1P323-00005,PLATAFORMA DE MOLDES 6,PLANTA 2,PL2,EQUIPO EN LINEA,ACTIVO,PROCESO ,2051,,PN1P323-00005,PLATAFORMA DE MOLDES 6,GENERICA,NA,NA,,PAN CHICO 1,PLATAFORMA,Capturado,Equipo Código interno (validados físicamente),,,
PN1P323-00006,PLATAFORMA DE MOLDES 7,PLANTA 2,PL2,EQUIPO EN LINEA,ACTIVO,PROCESO ,2051,,PN1P323-00006,PLATAFORMA DE MOLDES 7,GENERICA,NA,NA,,PAN CHICO 1,PLATAFORMA,Capturado,Equipo Código interno (validados físicamente),,,
PN1P323-00007,PLATAFORMA DE MOLDES 8,PLANTA 2,PL2,EQUIPO EN LINEA,ACTIVO,PROCESO ,2051,,PN1P323-00007,PLATAFORMA DE MOLDES 8,GENERICA,NA,NA,,PAN CHICO 1,PLATAFORMA,Capturado,Equipo Código interno (validados físicamente),,,
PN1P323-00008,PLATAFORMA DE MOLDES 9,PLANTA 2,PL2,EQUIPO EN LINEA,ACTIVO,PROCESO ,2051,,PN1P323-00008,PLATAFORMA DE MOLDES 9,GENERICA,NA,NA,,PAN CHICO 1,PLATAFORMA,Capturado,Equipo Código interno (validados físicamente),,,
PN1P323-00009,PLATAFORMA DE MOLDES 10,PLANTA 2,PL2,EQUIPO EN LINEA,ACTIVO,PROCESO ,2051,,PN1P323-00009,PLATAFORMA DE MOLDES 10,GENERICA,NA,NA,,PAN CHICO 1,PLATAFORMA,Capturado,Equipo Código interno (validados físicamente),,,
PN1P323-00010,PLATAFORMA DE MOLDES 11,PLANTA 2,PL2,EQUIPO EN LINEA,ACTIVO,PROCESO ,2051,,PN1P323-00010,PLATAFORMA DE MOLDES 11,GENERICA,NA,NA,,PAN CHICO 1,PLATAFORMA,Capturado,Equipo Código interno (validados físicamente),,,
PN1P323-00011,PLATAFORMA DE MOLDES 12,PLANTA 2,PL2,EQUIPO EN LINEA,ACTIVO,PROCESO ,2051,,PN1P323-00011,PLATAFORMA DE MOLDES 12,GENERICA,NA,NA,,PAN CHICO 1,PLATAFORMA,Capturado,Equipo Código interno (validados físicamente),,,
PN1P323-00012,PLATAFORMA DE MOLDES 13,PLANTA 2,PL2,EQUIPO EN LINEA,ACTIVO,PROCESO ,2051,,PN1P323-00012,PLATAFORMA DE MOLDES 13,GENERICA,NA,NA,,PAN CHICO 1,PLATAFORMA,Capturado,Equipo Código interno (validados físicamente),,,
PN1P323-00013,PLATAFORMA DE MOLDES 14,PLANTA 2,PL2,EQUIPO EN LINEA,ACTIVO,PROCESO ,2051,,PN1P323-00013,PLATAFORMA DE MOLDES 14,GENERICA,NA,NA,,PAN CHICO 1,PLATAFORMA,Capturado,Equipo Código interno (validados físicamente),,,
PN1P323-00014,PLATAFORMA DE MOLDES 15,PLANTA 2,PL2,EQUIPO EN LINEA,ACTIVO,PROCESO ,2051,,PN1P323-00014,PLATAFORMA DE MOLDES 15,GENERICA,NA,NA,,PAN CHICO 1,PLATAFORMA,Capturado,Equipo Código interno (validados físicamente),,,
PN1P323-00015,PLATAFORMA DE MOLDES 16,PLANTA 2,PL2,EQUIPO EN LINEA,ACTIVO,PROCESO ,2051,,PN1P323-00015,PLATAFORMA DE MOLDES 16,GENERICA,NA,NA,,PAN CHICO 1,PLATAFORMA,Capturado,Equipo Código interno (validados físicamente),,,
PN1P323-00016,PLATAFORMA DE MOLDES 17,PLANTA 2,PL2,EQUIPO EN LINEA,ACTIVO,PROCESO ,2051,,PN1P323-00016,PLATAFORMA DE MOLDES 17,GENERICA,NA,NA,,PAN CHICO 1,PLATAFORMA,Capturado,Equipo Código interno (validados físicamente),,,
PN1P323-00017,PLATAFORMA DE MOLDES 18,PLANTA 2,PL2,EQUIPO EN LINEA,ACTIVO,PROCESO ,2051,,PN1P323-00017,PLATAFORMA DE MOLDES 18,GENERICA,NA,NA,,PAN CHICO 1,PLATAFORMA,Capturado,Equipo Código interno (validados físicamente),,,
PN1P323-00018,PLATAFORMA DE MOLDES 19,PLANTA 2,PL2,EQUIPO EN LINEA,ACTIVO,PROCESO ,2051,,PN1P323-00018,PLATAFORMA DE MOLDES 19,GENERICA,NA,NA,,PAN CHICO 1,PLATAFORMA,Capturado,Equipo Código interno (validados físicamente),,,
PN1P323-00019,PLATAFORMA DE MOLDES 20,PLANTA 2,PL2,EQUIPO EN LINEA,ACTIVO,PROCESO ,2051,,PN1P323-00019,PLATAFORMA DE MOLDES 20,GENERICA,NA,NA,,PAN CHICO 1,PLATAFORMA,Capturado,Equipo Código interno (validados físicamente),,,
PN1P323-00020,CARRO RETORNO DE MASA 1,PLANTA 2,PL2,EQUIPO EN LINEA,ACTIVO,PROCESO ,2051,,PN1P323-00020,CARRO RETORNO DE MASA 1,GENERICA,NA,NA,,PAN CHICO 1,CARRO,Capturado,Equipo Código interno (validados físicamente),,,
PN1P323-00021,CARRO RETORNO DE MASA 2,PLANTA 2,PL2,EQUIPO EN LINEA,ACTIVO,PROCESO ,2051,,PN1P323-00021,CARRO RETORNO DE MASA 2,GENERICA,NA,NA,,PAN CHICO 1,CARRO,Capturado,Equipo Código interno (validados físicamente),,,
PN1P323-00022,PLATAFORMA DE MOLDES 1,PLANTA 2,PL2,EQUIPO EN LINEA,ACTIVO,PROCESO ,2051,,PN1P323-00022,PLATAFORMA DE MOLDES 1,GENERICA,NA,NA,,PAN CHICO 1,PLATAFORMA,Capturado,Equipo Código interno (validados físicamente),,,
PN1P329-00001,ESMERIL PL2,PLANTA 2,PL2,PROCESO DE BAJA,INACTIVO,PROCESO ,2051,,Baja,ESMERIL PL2,GENERICA,NA,NA,,PAN CHICO 1,ESMERIL,Capturado,Equipo c/Código BIM Bajas,,,
PN1P545-00006,LAMINADORA NO. 1,PLANTA 2,PL2,PROCESO DE BAJA,INACTIVO,PROCESO ,2051,,Baja,LAMINADORA NO. 1,GENERICA,NA,NA,,PAN CHICO 1,LAMINADORA,Capturado,Equipo c/Código BIM Bajas,,,
PN1P545-00007,LAMINADORA NO. 2,PLANTA 2,PL2,PROCESO DE BAJA,INACTIVO,PROCESO ,2051,,Baja,LAMINADORA NO. 2,GENERICA,NA,NA,,PAN CHICO 1,LAMINADORA,Capturado,Equipo c/Código BIM Bajas,,,
PN1P831-00194,TABLERO ELECTRICO CDV CONTROL DIVISORA,PLANTA 2,PL2,EQUIPO EN LINEA,ACTIVO,PROCESO ,2051,,PN1P831-00194,TABLERO ELECTRICO CDV CONTROL DIVISORA,SIN MARCA,67-101,499020413,230V,,TABLERO,Capturado,Equipo Código interno (validados físicamente),,,
PN1P831-00195,TABLERO ELECTRICO CBM CONTROL BOMBA DE MASA,PLANTA 2,PL2,EQUIPO EN LINEA,ACTIVO,PROCESO ,2051,,PN1P831-00195,TABLERO ELECTRICO CBM CONTROL BOMBA DE MASA,GENERICA,NA,NA,,,TABLERO,Capturado,Equipo Código interno (validados físicamente),,,
PN1P831-00200,TABLERO ELECTRICO MM2000 MEZCLADORA,PLANTA 2,PL2,EQUIPO EN LINEA,ACTIVO,PROCESO ,2051,,PN1P831-00200,TABLERO ELECTRICO MM2000 MEZCLADORA,GENERICA,NA,NA,,PAN CHICO 1,TABLERO,Capturado,Equipo Código interno (validados físicamente),,,
PN1P831-00201,TABLERO ELECTRICO IFVP VENTILACION PL 2,PLANTA 2,PL2,EQUIPO EN LINEA,ACTIVO,PROCESO ,2051,,PN1P831-00201,TABLERO ELECTRICO IFVP VENTILACION PL 2,GENERICA,NA,NA,120v,PAN CHICO 1,TABLERO,Capturado,Equipo Código interno (validados físicamente),,,
